,id,response,cand,question,knowledge,knowledge_ans,score
12,12,"The first single ""Ah! Leah!"" peaked at #29 on the Bill",29,the Billboard Hot 100,"Discovery Channel (known as The Discovery Channel from 1985 to 1995, and often referred to as simply Discovery) is an American basic cable and satellite television channel (which is also delivered via IPTV, terrestrial television and internet television in other parts of the world) that is the flagship television property of Discovery Communications, a publicly traded company run by CEO David Zaslav.",[CLS],0.0
13,13,"joe gibbs helped craft a passing-oriented attack during his time in san diego,",NO_Q,NO_Q,"Antonio Ramiro Romo (born April 21, 1980) is an American football television analyst and former quarterback who played 14 seasons with the Dallas Cowboys of the National Football League (NFL).",NO_Q,-1.0
14,14,"Alecia Beth Moore was born on September 8, 1979, in Doylestown, Pennsylvania, to",Alecia Beth Moore,Alecia Moore,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",[CLS],0.0
15,14,"Alecia Beth Moore was born on September 8, 1979, in Doylestown, Pennsylvania, to","September 8, 1979",September 8,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",[CLS],0.0
16,15,The album earned him Billboard and Univision's Latin Music Award for Mexican Regional Male Artist,Latin Music Award for Mexican Regional Male Artist,latin music award,"The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.",[CLS],0.0
17,15,The album earned him Billboard and Univision's Latin Music Award for Mexican Regional Male Artist,Mexican Regional Male Artist,award-winning,"The band is composed of guitarist and lead vocalist Chad Kroeger, guitarist, keyboardist and backing vocalist Ryan Peake, bassist Mike Kroeger, and drummer Daniel Adair.",[CLS],0.0
18,16,"Wizard: Yes, I love classic rock, especially from the 50s. Rock N Roll Experience",Rock N Roll Experience,rock and roll,"Hard rock developed into a major form of popular music in the 1970s, with notable bands such as AC/DC, the Who, Led Zeppelin, Queen, Black Sabbath, Deep Purple, Aerosmith, KISS and Van Halen.",,0.0
19,17,"Daniel Barenboim was born in 1942 in Buenos Aires, Argentina.",Daniel Barenboim,"Barenboim was born in Buenos Aires, Argentina.","Let's Go Bowling has shared the stage with many diverse musical acts, including No Doubt, Pearl Jam, Goo Goo Dolls, Men at Work, The English Beat, Steel Pulse, Busta Rhymes, The Skatalites, Reel Big Fish, Reverend Horton Heat, Fishbone, The Untouchables, Cherry Poppin' Daddies, Tokyo Ska Paradise Orchestra, Moe., the Young Dubliners, and Shaggy.",[CLS],0.0
20,17,"Daniel Barenboim was born in 1942 in Buenos Aires, Argentina.",Argentina,Buenos Aires,"Let's Go Bowling has shared the stage with many diverse musical acts, including No Doubt, Pearl Jam, Goo Goo Dolls, Men at Work, The English Beat, Steel Pulse, Busta Rhymes, The Skatalites, Reel Big Fish, Reverend Horton Heat, Fishbone, The Untouchables, Cherry Poppin' Daddies, Tokyo Ska Paradise Orchestra, Moe., the Young Dubliners, and Shaggy.",[CLS],0.0
21,18,the songs were not successful.,NO_Q,NO_Q,NFL RedZone from NFL Network is an American sports television channel owned and operated by NFL Network since 2009.,NO_Q,-1.0
22,19,the government of karnataka's decision to not release kaveri river water into,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
23,20,crewe and frank slay jr.,NO_Q,NO_Q,"The series has also had its share of criticism, including concern about the increasingly dark tone as the series progressed, as well as the often gruesome and graphic violence it depicts.",NO_Q,-1.0
24,21,the first depiction of a skier with two ski poles dates to 1741,NO_Q,NO_Q,The first depiction of a skier with two ski poles dates to 1741.,NO_Q,-1.0
25,22,Peale married Rachel Brewer in 1762.,1762,Peale married Rachel Brewer,no_passages_used,[CLS],0.0
26,23,The Walking Dead is an American post-apocalyptic thriller.,The Walking Dead,Walking Dead is an American post-apocalyptic thriller,"A zombie (Haitian French: """", ) is a fictional undead being created through the reanimation of a human corpse.",[CLS],0.0
27,24,"Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inherit",Dylan Lauren,who is featured on the cover of the may 2011 issue of forbes magazine?,"Founder Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inheriting her father's entrepreneurial genes.",dylan lauren,1.0
28,25,freddie mercury's hate letter to norman sheffield,NO_Q,NO_Q,He is one of only two players to win five Super Bowls (the other being defensive player Charles Haley) and the only player to win them all playing for one team.,NO_Q,-1.0
29,26,"sheehan set his sights on robinson but, unsure of his ability as an actor,",NO_Q,NO_Q,Thick woodlands covered the island until the Middle Ages.,NO_Q,-1.0
30,27,"no, they broke up in 2005.",NO_Q,NO_Q,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",NO_Q,-1.0
31,28,"ignatius formed the society of jesus, which was approved in 1540 by pope paul",NO_Q,NO_Q,"Academically, game design is part of game studies, while game theory studies strategic decision making (primarily in non-game situations).",NO_Q,-1.0
32,29,van sant went to los angeles in 1976. he secured a job as a production,NO_Q,NO_Q,Archaeologists discovered that people have known about popcorn for thousands of years.,NO_Q,-1.0
33,30,The nonet recorded twelve tracks for Capitol during three sessions over the course of nearly a year,The nonet,The group recorded twelve tracks for Capitol during three sessions over the course of nearly a year,"Cod livers are processed to make cod liver oil, an important source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids (EPA and DHA).",[CLS],0.0
34,31,Cronje's form in 1991/92 was impressive especially in the one-day format,Cronje,South Africa one-day captain,The show's title derives from the inherent high risk of injury or death associated with the work.,[CLS],0.0
35,32,Devika Rani Chaudhuri was born into a Bengali family in Waltair,Devika Rani Chaudhuri,She was born into a Bengali family in Waltair.,"However, some have argued that it does match what is known as situational irony.",[CLS],0.0
36,33,"the reagan administration declared zia's regime as the ""front line"" ally of the",NO_Q,NO_Q,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",NO_Q,-1.0
37,34,harry potter,NO_Q,NO_Q,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",NO_Q,-1.0
38,35,"schelling was on close terms with johann wolfgang von goethe, who appreciated the poetic quality",NO_Q,NO_Q,"A person who participates in archery is typically called an archer or a ""bowman"", and a person who is fond of or an expert at archery is sometimes called a toxophilite.",NO_Q,-1.0
39,36,Cabral led the PAIGC's guerrilla movement (in Portuguese Guinea) against,Portuguese Guinea,guerrilla movement,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",[CLS],0.0
40,37,Villeneuve died after an accident during the final qualifying session for the Belgian Grand Prix at Z,Villeneuve,F1 driver,"The most common undergraduate degree is the bachelor's degree, although in some countries lower qualifications are titled degrees (e.g.",[CLS],0.0
41,38,november,NO_Q,NO_Q,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",NO_Q,-1.0
42,39,Dietz's Indian heritage was first contested in 1916 after former neighbors who settled on,1916,In what year was Dietz's Indian heritage first contested?,"The apple tree (""Malus pumila"", commonly and erroneously called ""Malus domestica"") is a deciduous tree in the rose family best known for its sweet, pomaceous fruit, the apple.",[CLS],0.0
43,40,hingis helped sabine lisicki during the 2014 australian open. she participated in,NO_Q,NO_Q,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",NO_Q,-1.0
44,41,"yes, he did.",NO_Q,NO_Q,"In the United States, Medicare is a single-payer, national social insurance program administered by the U.S. federal government since 1966, currently using about 30–50 private insurance companies across the United States under contract for administration.",NO_Q,-1.0
45,42,"Galbraith was born on October 15, 1908, to Canadians of Scottish descent,","October 15, 1908",born on,"The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",[CLS],0.0
46,42,"Galbraith was born on October 15, 1908, to Canadians of Scottish descent,",Galbraith,born in Canada of Scottish descent,"The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",[CLS],0.0
47,43,"no, he was made a wizard by his mother.",NO_Q,NO_Q,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,NO_Q,-1.0
48,44,salk asked salk to find out if there were more types of polio than,NO_Q,NO_Q,"A well-known variant of ""tweening"" is the power stroker.",NO_Q,-1.0
49,45,"Mayer created the ""Back to You"" Fund, a nonprofit organization that focuses on",Mayer,philanthropist,"A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.",[CLS],0.0
50,46,"Kelis began recording her debut album, Kaleidoscope, in mid-1998 and was",Kelis,a pop singer,All-star teams competing prior to 1987 were placed into the same divisions as teams that represented schools and sports leagues.,[CLS],0.0
51,46,"Kelis began recording her debut album, Kaleidoscope, in mid-1998 and was",mid-1998,beginning to record her debut album,All-star teams competing prior to 1987 were placed into the same divisions as teams that represented schools and sports leagues.,[CLS],0.0
52,47,The Music Band,The Music Band,The band is a musical group,Instagram lets registered users upload photos or videos to the service.,[CLS],0.0
53,48,"rosa ponselle made her metropolitan opera debut on november 15, 1918, just a few days",NO_Q,NO_Q,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",NO_Q,-1.0
54,49,"no, it's very different.",NO_Q,NO_Q,"Following the end in 1853 of Japan's self-imposed isolation, the flow of loanwords from European languages increased significantly.",NO_Q,-1.0
55,50,"Theodore Roosevelt Jr. was born on October 27, 1858, at East 20th Street",Theodore Roosevelt Jr.,Theodore Roosevelt,"After several decades producing commercial pigments, Binney & Smith produced their first crayon, the black Staonal Marking Crayon, in 1902.",[CLS],0.0
56,51,the british people originated in scotland.,NO_Q,NO_Q,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",NO_Q,-1.0
57,52,the album peaked at 19 on the billboard 200 and featured none.,NO_Q,NO_Q,"In North America, the species is widely distributed east of the Rocky Mountains, but elsewhere, it is mostly replaced by the black-tailed or mule deer (""Odocoileus hemionus"").",NO_Q,-1.0
58,53,"diplo was born on november 10, 1978, in tupelo, mississippi, the son of",NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
59,54,"kasem, along with don bustany, tom rounds, and ron jacobs",NO_Q,NO_Q,It may be machine- or hand-knitted.,NO_Q,-1.0
60,55,"Kevin Garnett returned to Minnesota on February 19, 2015, in exchange for Thaddeus Young",February,In what month did Kevin Garnett return to Minnesota?,"WFPS has two equally important divisions: The Winnipeg Fire Department (WFD) and Winnipeg Emergency Medical Services (WEMS), using a centralized dispatch system.",[CLS],0.0
61,56,Crowe wrote the screenplay for 1984's The Wild Life.,Crowe,He wrote the screenplay for 1984's The Wild Life.,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,[CLS],0.0
62,57,"Karisma Kapoor was born on 25 June 1974 in Mumbai, to actors Randhir",25 June 1974,date of birth,"Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.",[CLS],0.0
63,58,the duo has earned two platinum and five gold albums.,NO_Q,NO_Q,The duo has earned two platinum and five gold albums.,NO_Q,-1.0
64,59,"The 50,000 tickets for the resulting BBC Radio 2's ""Festival in a","The 50,000 tickets","50,000",no_passages_used,[CLS],0.0
65,60,tujhe meri kasam,NO_Q,NO_Q,"The independent game industry has seen a substantial rise in recent years with the growth of new online distribution systems, such as Steam and Uplay, as well as the mobile game market, such as for Android and iOS devices.",NO_Q,-1.0
66,61,the firm,NO_Q,NO_Q,"Grisham's first bestseller, ""The Firm"", sold more than seven million copies.",NO_Q,-1.0
67,62,"larry bird, a wing who played the small forward and power forward positions, was no",NO_Q,NO_Q,In some countries 'Paramedic' is a protected title and accountable to a professional regulatory body.,NO_Q,-1.0
68,63,ryan reynolds,NO_Q,NO_Q,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",NO_Q,-1.0
69,64,After the first picture of a skier with two poles was back in 1741.,1741,When did the first picture of a skier with two poles come out?,"Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).",[CLS],0.0
70,65,gupta's coverage of mccain's healthcare plan,NO_Q,NO_Q,"Three consecutive strikes is a known as a ""turkey"".",NO_Q,-1.0
71,66,The first album from 1977 was entitled Live Again/Renacer and was released with two different,Live Again/Renacer,Live Again,"The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""","[CLS] live again[SEP] the book was adapted into a 1993 feature film of the same name, starring tom cruise, and a 2012 tv series which ""continues the story of attorney mitchell mcdeere and his family 10 years after the events of the film and novel.""",0.05
72,67,knocked up,NO_Q,NO_Q,,NO_Q,-1.0
73,68,ken chinn met twin brothers brent and marc belke in edmonton in the late 1970s,NO_Q,NO_Q,"He awakens from a coma after a life-threatening gun shot wound to find the world overrun by zombies, to which they refer as ""walkers"".",NO_Q,-1.0
74,69,apprentice: i want to learn how to design video games. wizard: yes i agree. i,NO_Q,NO_Q,"Game design creates goals, rules and challenges to define a board game, card game, dice game, casino game, role-playing game, sport, video game, war game or simulation that produces desirable interactions among its participants and, possibly, spectators.",NO_Q,-1.0
75,70,no,NO_Q,NO_Q,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",NO_Q,-1.0
76,71,sergei korolev worked with some of the best soviet designers at the 4th experimental section,NO_Q,NO_Q,The team with the most points at the end of a game wins.,NO_Q,-1.0
77,72,"Skittles is an Old European lawn game, kinda like ten-pen bowling",an Old European lawn game,what is a skittle?,"In Catalonia, ""bitlles"", a local version of this game was formerly popular.",local version of this game,0.22222222222222224
78,73,no,NO_Q,NO_Q,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",NO_Q,-1.0
79,74,sadoveanu gave thought to writing a monograph on moldavian prince stephen the great,NO_Q,NO_Q,"The ""wanting behavior"" associated with a rewarding stimulus can be increased by microinjections of dopamine and dopaminergic drugs in the dorsorostral nucleus accumbens and posterior ventral palladium.",NO_Q,-1.0
80,75,"the roots originated in philadelphia with ahmir ""questlove"" thompson and tari",NO_Q,NO_Q,It is owned by Facebook.,NO_Q,-1.0
81,76,star trek ii: the wrath of khan,NO_Q,NO_Q,"The Organic Act of 1916 created the National Park Service ""to conserve the scenery and the natural and historic objects and wildlife therein, and to provide for the enjoyment of the same in such manner and by such means as will leave them unimpaired for the enjoyment of future generations.""",NO_Q,-1.0
82,77,the firm,NO_Q,NO_Q,"Grisham's first bestseller, ""The Firm"", sold more than seven million copies.",NO_Q,-1.0
83,78,steranko made his living as an artist for a printing company in his hometown of reading,NO_Q,NO_Q,"The term ""hambone"" has also been used to describe four consecutive strikes.",NO_Q,-1.0
84,79,ken did well with the bears,NO_Q,NO_Q,"Users can connect their Instagram account to other social media profiles, enabling them to share photos to those profiles as well.",NO_Q,-1.0
85,80,charles gavin left the band for personal reasons.,NO_Q,NO_Q,The objective is to score the highest pinfall by knocking down as many pins as possible.,NO_Q,-1.0
86,81,carlos santana's distinctive guitar tone is produced by prs santana signature guitar,NO_Q,NO_Q,"The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.",NO_Q,-1.0
87,82,"the lineup, when first signed to geffen records in 1986, consisted of vocalist a",NO_Q,NO_Q,"The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.",NO_Q,-1.0
88,83,it is owned by facebook.,NO_Q,NO_Q,It is owned by Facebook.,NO_Q,-1.0
89,84,"Fugard was born as Harold Athol Lanigan Fugard, in Middelburg,",Middelburg,He was born in Middelburg,"Established by the Northern Ireland Act 1998 as part of the Good Friday Agreement, the Northern Ireland Assembly holds responsibility for a range of devolved policy matters, while other areas are reserved for the British government.",[CLS],0.0
90,85,seventeen days,NO_Q,NO_Q,"From Dec 2017, ACCA recorded that it has 200,000 members and 486,000 students in 180 countries.",NO_Q,-1.0
91,86,Shipman's trial began at Preston Crown Court on 5 October 1999. Shipman was charged,Shipman's trial,trial began at Preston Crown Court on 5 October 1999,"Cod livers are processed to make cod liver oil, an important source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids (EPA and DHA).",[CLS],0.0
92,87,Octagonal drum is a type of Manchu folk art that was very popular among,Octagonal drum,drums,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.",[CLS],0.0
93,87,Octagonal drum is a type of Manchu folk art that was very popular among,Manchu folk art,folk art,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.",[CLS],0.0
94,88,wizard: i like them too. do you like corn dogs? apprentice: basically small hot,NO_Q,NO_Q,"A relish is a cooked and pickled product made of chopped vegetables, fruits or herbs, and is a food item typically used as a condiment, in particular to enhance a staple.",NO_Q,-1.0
95,89,"Various legends relate to al-Askari's wife, Narjis",Narjis,the wife of al-Askari,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
96,89,"Various legends relate to al-Askari's wife, Narjis",Various legends,"al-Askari's wife, Narjis","In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",[CLS],0.0
97,90,Stefani launching a fashion line named L.A.M.B. in 2004,L.A.M.B.,fashion line,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",[CLS],0.0
98,90,Stefani launching a fashion line named L.A.M.B. in 2004,2004,Stefani launching a fashion line named L.A.M.B.,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",[CLS],0.0
99,90,Stefani launching a fashion line named L.A.M.B. in 2004,Stefani,singer,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",[CLS],0.0
100,91,"Carter's next album, Another Earthquake!, was released on September 3, 2002,",Another Earthquake,another earthquake,", Discovery Channel is the third most widely distributed cable channel in the United States, behind TBS and The Weather Channel; it is available in 409 million households worldwide, through its U.S. flagship channel and its various owned or licensed television channels internationally.",[CLS],0.0
101,92,waiting for the sirens' call was an album,NO_Q,NO_Q,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.",NO_Q,-1.0
102,93,harry caray,NO_Q,NO_Q,Debt financing reduces corporate taxation burdens and is one of the principal ways in which private equity firms make business more profitable for investors.,NO_Q,-1.0
103,94,magnification was not a chart success; it peaked at number 71 in the uk,NO_Q,NO_Q,"American football evolved in the United States, originating from the sports of association football and rugby football.",NO_Q,-1.0
104,95,carlson c,NO_Q,NO_Q,"This rigidity makes the compound bow more energy-efficient than other bows, as less energy is dissipated in limb movement.",NO_Q,-1.0
105,96,motown struggled to find good material for many of their acts after the exit of motown,NO_Q,NO_Q,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",NO_Q,-1.0
106,97,"Fernando was born in Piedrahita, Province of Avila, on 29 October 1507",29 October 1507,date of birth,"As of 1999, it was estimated that ""4 billion people live primarily on a plant-based diet"", and that ""shortage of cropland, freshwater, and energy resources requires that most of the 4 billion people live primarily on a plant-based diet"".",[CLS],0.0
107,97,"Fernando was born in Piedrahita, Province of Avila, on 29 October 1507",Fernando,Spanish conquistador,"As of 1999, it was estimated that ""4 billion people live primarily on a plant-based diet"", and that ""shortage of cropland, freshwater, and energy resources requires that most of the 4 billion people live primarily on a plant-based diet"".",[CLS],0.0
108,98,"the album went on to become his best-selling, with a triple-platinum",NO_Q,NO_Q,"there is around 5.8 million legally owned firearms in Australia ranging from bolt action, pump action, lever action and semi-automatic firearms.",NO_Q,-1.0
109,99,Thierry Henry is a former French soccer player. He is currently a 2nd assistant,Thierry Henry,former french soccer player,At international level he represented France and is his country's record goalscorer.,he represented france and is his country's record goalscorer,0.0
110,100,no,NO_Q,NO_Q,"In modern times, it is mainly a competitive sport and recreational activity.",NO_Q,-1.0
111,101,"A revival opened on Broadway at the Lunt-Fontanne Theatre on April 4, 1972",A revival,"The revival opened on Broadway at the Lunt-Fontanne Theatre on April 4, 1972","Politically, Ireland is divided between the Republic of Ireland (officially named Ireland), which covers five-sixths of the island, and Northern Ireland, which is part of the United Kingdom, in the northeast of the island.",[CLS],0.0
112,102,Rockefeller founded the non-profit International Executive Service Corps which encourages developing nations to,International Executive Service Corps,International Executive Service Corps,It is one of the major forms of throwing sports.,[CLS],0.0
113,103,"the color of green can differ in hue, chroma or lightness - i",NO_Q,NO_Q,Chromium is a chemical element with symbol Cr and atomic number 24.,NO_Q,-1.0
114,104,robinson was successful despite the obstacle of racism. a favorite robinson anecdot,NO_Q,NO_Q,"Every country aims to provide basic education, but the systems and terminology remain unique to them.",NO_Q,-1.0
115,105,"wizard: yes, it is.",NO_Q,NO_Q,Green is the color between blue and yellow on the visible spectrum.,NO_Q,-1.0
116,106,"Alice Hamilton, the second child of Montgomery Hamilton (1843-1909) and Gertrude (",Alice Hamilton,Hamilton was the second child of Montgomery Hamilton and Gertrude Hamilton,"The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.",[CLS],0.0
117,106,"Alice Hamilton, the second child of Montgomery Hamilton (1843-1909) and Gertrude (",Gertrude,Montgomery Hamilton (1843-1909),"The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.",[CLS],0.0
118,107,"wizard: i've always been the other way around, haven't seen him act",NO_Q,NO_Q,"The ""Memphis Mafia"" was the nickname given by rock 'n' roll icon Elvis Presley to a group of friends, associates, employees and cousins whose main functions were to accompany, protect, and serve Elvis from the beginning of his career in 1954 until his death in 1977.",NO_Q,-1.0
119,108,Borg ranks sixth in the list of male tennis players who have won the most Grand Slam single,Borg,tennis player,It is one of the major forms of throwing sports.,[CLS],0.0
120,109,the breakfast show from january 2005 through to november 2007,NO_Q,NO_Q,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",NO_Q,-1.0
121,110,"After Michael Davies, one of January Thirst's original vocalists, quit in",Michael Davies,"January Thirst's original vocalist, Michael Davies","The word comes from the Latin ""arcus"".",[CLS],0.0
122,111,"johnny & associates announced the group's debut on september 15, 1999 through a press conference",NO_Q,NO_Q,"Praise refers to positive evaluations made by a person of another's products, performances, or attributes, where the evaluator presumes the validity of the standards on which the evaluation is based.",NO_Q,-1.0
123,112,"After she presented him with a tribute award at the World Music Awards in 2006, Bey",Bey,singer,"Coco Chanel is credited with popularizing cardigans for women because ""she hated how tight-necked men’s sweaters messed up her hair when she pulled them over her head.""",[CLS],0.0
124,113,"Duane Allman was born on November 20, 1946, in Nashville, Tennessee.",Duane Allman,"born in Nashville, Tennessee",The coffee is drunk through the cream.,[CLS],0.0
125,113,"Duane Allman was born on November 20, 1946, in Nashville, Tennessee.","November 20, 1946",date of birth,The coffee is drunk through the cream.,[CLS],0.0
126,113,"Duane Allman was born on November 20, 1946, in Nashville, Tennessee.",Tennessee,born in Nashville,The coffee is drunk through the cream.,[CLS],0.0
127,114,no i don't.,NO_Q,NO_Q,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.",NO_Q,-1.0
128,115,he will be very ill,NO_Q,NO_Q,"A location where bees are kept is called an apiary or ""bee yard.""",NO_Q,-1.0
129,116,no,NO_Q,NO_Q,"Crowdsourcing is a sourcing model in which individuals or organizations obtain goods and services, including ideas and finances, from a large, relatively open and often rapidly-evolving group of internet users; it divides work between participants to achieve a cumulative result.",NO_Q,-1.0
130,117,anggun was born and raised in jakarta to a native indonesian family. she is,NO_Q,NO_Q,"By that time, he had amassed a large online following and collaborated with several prominent artists in the hip hop industry, including The Game, Busta Rhymes, and Snoop Dogg.",NO_Q,-1.0
131,118,l. frank baum,NO_Q,NO_Q,"In financial accounting, a balance sheet or statement of financial position is a summary of the financial balances of an individual or organization, whether it be a sole proprietorship, a business partnership, a corporation, private limited company or other organization such as Government or not-for-profit entity.",NO_Q,-1.0
132,119,The Carol Burnett Show,The Carol Burnett Show,The Carol Burnett Show,"Apart from two-wheeled bicycles, ""cycling"" also includes the riding of unicycles, tricycles, quadracycles, recumbent and similar human-powered vehicles (HPVs).",[CLS],0.0
133,120,breitbart launched his first website as a news site; it is often linked to,NO_Q,NO_Q,"Some of the better known dog training procedures include the Koehler method, clicker training, motivational training, electronic training, model-rival training, dominance-based training, and relationship-based training.",NO_Q,-1.0
134,121,Walsh is active in charity work and has performed in a number of concerts to raise money for,Walsh,singer,The Walking Dead is an ongoing black-and-white comic book series created by writer Robert Kirkman and artist Tony Moore.,[CLS],0.0
