,id,response,cand,question,knowledge,knowledge_ans,score
46,24,"Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inherit",Dylan Lauren,"Who was featured on the cover of ""Forbes"" magazine?","Founder Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inheriting her father's entrepreneurial genes.",dylan lauren,1.0
47,24,"Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inherit",the May 2011,"When was Dylan Lauren featured on the cover of ""Forbes"" magazine?","Founder Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inheriting her father's entrepreneurial genes.",may 2011,1.0
48,24,"Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inherit",inherit,For what cause was Dylan Lauren featured on the cover of Forbes magazine?,"Founder Dylan Lauren was featured on the cover of the May 2011 ""Forbes"" magazine for inheriting her father's entrepreneurial genes.",inheriting her father's entrepreneurial genes,0.0
49,25,Wizard: I love American football too. It's a great team sport played on ,American,What kind of football does Wizard like?,He is one of only two players to win five Super Bowls (the other being defensive player Charles Haley) and the only player to win them all playing for one team.,[CLS],0.0
50,25,Wizard: I love American football too. It's a great team sport played on ,American football,What is a great team sport?,He is one of only two players to win five Super Bowls (the other being defensive player Charles Haley) and the only player to win them all playing for one team.,[CLS],0.0
51,25,Wizard: I love American football too. It's a great team sport played on ,a great team sport,What kind of sport is American football?,He is one of only two players to win five Super Bowls (the other being defensive player Charles Haley) and the only player to win them all playing for one team.,[CLS],0.0
52,26,"Wizard: Yes, I have been to Europe.",Europe,Where has Wizard been?,Thick woodlands covered the island until the Middle Ages.,[CLS],0.0
53,27,"Apprentice: Yes, they are still together today.",today,When are they still together?,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",[CLS],0.0
54,27,"Apprentice: Yes, they are still together today.",Apprentice,What is the job title of the couple?,"Guns N' Roses has released six studio albums, accumulating sales of more than 100 million records worldwide, including 45 million in the United States, making them the 41st best-selling artist of all time.",[CLS],0.0
55,28,Wizard: I design video games. Applying game design itself is a metadesign. Apprentice,a metadesign,What is applying game design itself?,"Academically, game design is part of game studies, while game theory studies strategic decision making (primarily in non-game situations).",[CLS],0.0
56,29,Wizard: It is based on corn and kernels.,corn,"Along with kernels, what is Wizard based on?",Archaeologists discovered that people have known about popcorn for thousands of years.,[CLS],0.0
57,29,Wizard: It is based on corn and kernels.,kernels,Wizard is based on corn and what else?,Archaeologists discovered that people have known about popcorn for thousands of years.,[CLS],0.0
58,30,Apprentice: I like cod but only eat Wild Caught Cod. I prefer to eat,Apprentice,What is the job title of a person who likes cod?,"Cod livers are processed to make cod liver oil, an important source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids (EPA and DHA).",[CLS],0.0
59,31,wizard: i used to watch mythsbusters on a weekly basis. it,NO_Q,NO_Q,The show's title derives from the inherent high risk of injury or death associated with the work.,NO_Q,-1.0
60,32,"apprentice: i'm not a big fan of dave matthews band, but i do",NO_Q,NO_Q,"However, some have argued that it does match what is known as situational irony.",NO_Q,-1.0
61,33,"wizard: yes, i used to bowl all of the time when i was younger. i still",NO_Q,NO_Q,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",NO_Q,-1.0
62,34,Harry Potter is a series of fantasy novels written by British author J. K. Rowling,Harry Potter,What is the name of the series of fantasy novels by J.K. Rowling?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
63,34,Harry Potter is a series of fantasy novels written by British author J. K. Rowling,British,What nationality was J.K. Rowling?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
64,34,Harry Potter is a series of fantasy novels written by British author J. K. Rowling,J. K. Rowling,Who wrote Harry Potter?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
65,34,Harry Potter is a series of fantasy novels written by British author J. K. Rowling,fantasy novels,Harry Potter is a series of what kind of books?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",novels,0.6666666666666666
66,35,Archery is a sport that uses a bow to propel arrows. It dates,Archery,What sport uses a bow to propel arrows?,"A person who participates in archery is typically called an archer or a ""bowman"", and a person who is fond of or an expert at archery is sometimes called a toxophilite.",archery,1.0
67,35,Archery is a sport that uses a bow to propel arrows. It dates,a sport,What does archery refer to?,"A person who participates in archery is typically called an archer or a ""bowman"", and a person who is fond of or an expert at archery is sometimes called a toxophilite.",a person,0.0
68,35,Archery is a sport that uses a bow to propel arrows. It dates,a bow,What does archery use to propel arrows?,"A person who participates in archery is typically called an archer or a ""bowman"", and a person who is fond of or an expert at archery is sometimes called a toxophilite.",[CLS],0.0
69,35,Archery is a sport that uses a bow to propel arrows. It dates,arrows,What is a bow used to propel?,"A person who participates in archery is typically called an archer or a ""bowman"", and a person who is fond of or an expert at archery is sometimes called a toxophilite.",[CLS],0.0
70,36,wizard: i have tried both. i was better at snow skiing than water skiing. i think,NO_Q,NO_Q,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",NO_Q,-1.0
71,37,wizard: i took classes about games at the university.,NO_Q,NO_Q,"The most common undergraduate degree is the bachelor's degree, although in some countries lower qualifications are titled degrees (e.g.",NO_Q,-1.0
72,38,"Elvis Presley was born on January 16, 1935, in Memphis, Tennessee.",Elvis Presley,"Who was born in Memphis, Tennessee?","Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
73,38,"Elvis Presley was born on January 16, 1935, in Memphis, Tennessee.","January 16, 1935",When was Elvis Presley born?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
74,38,"Elvis Presley was born on January 16, 1935, in Memphis, Tennessee.",Memphis,In what city was Elvis born?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
75,38,"Elvis Presley was born on January 16, 1935, in Memphis, Tennessee.",Tennessee,In what state was Elvis Presley born?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
76,38,"Elvis Presley was born on January 16, 1935, in Memphis, Tennessee.",January,What month was Elvis Presley born?,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",[CLS],0.0
77,39,"apprentice: what is your favorite color? wizard: i like green, it is peaceful. it",NO_Q,NO_Q,"The apple tree (""Malus pumila"", commonly and erroneously called ""Malus domestica"") is a deciduous tree in the rose family best known for its sweet, pomaceous fruit, the apple.",NO_Q,-1.0
78,40,"apprentice: what is your favorite color? wizard: i like green, it reminds me of",NO_Q,NO_Q,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.",NO_Q,-1.0
79,41,Apprentice: I was bilked so much medically last time Wizard: oh god,Apprentice,What was the name of the person who was bilked?,"In the United States, Medicare is a single-payer, national social insurance program administered by the U.S. federal government since 1966, currently using about 30–50 private insurance companies across the United States under contract for administration.",[CLS],0.0
80,42,Apprentice: I'm a big fan of Nickelback. What do you think of them,Nickelback,Who is a big fan of the show?,"The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",[CLS],0.0
81,43,Harry Potter is a series of fantasy novels written by British author J. K. Rowling,Harry Potter,What is the name of the series of fantasy novels by J.K. Rowling?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,harry potter,1.0
82,43,Harry Potter is a series of fantasy novels written by British author J. K. Rowling,British,What nationality was J.K. Rowling?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,british,1.0
83,43,Harry Potter is a series of fantasy novels written by British author J. K. Rowling,J. K. Rowling,Who wrote Harry Potter?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,j. k. rowling,1.0
84,43,Harry Potter is a series of fantasy novels written by British author J. K. Rowling,fantasy novels,Harry Potter is a series of what kind of books?,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,fantasy novels,1.0
85,44,Wizard: There are three basic forms of 10 pin bowling.,three,How many basic forms of 10 pin bowling are there?,"A well-known variant of ""tweening"" is the power stroker.",[CLS],0.0
86,44,Wizard: There are three basic forms of 10 pin bowling.,10,How many pins is bowling?,"A well-known variant of ""tweening"" is the power stroker.",[CLS],0.0
87,44,Wizard: There are three basic forms of 10 pin bowling.,10 pin bowling,There are three basic forms of what?,"A well-known variant of ""tweening"" is the power stroker.",[CLS],0.0
88,45,apprentice: i have trouble getting motivated. what about you? wizard: yea same motivation is,NO_Q,NO_Q,"A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.",NO_Q,-1.0
89,46,Wizard: It took me about a year.,about a year,How long did it take me to complete Wizard?,All-star teams competing prior to 1987 were placed into the same divisions as teams that represented schools and sports leagues.,[CLS],0.0
90,47,Instagram is a photo sharing app.,Instagram,What is the name of the photo sharing app?,Instagram lets registered users upload photos or videos to the service.,instagram,1.0
91,47,Instagram is a photo sharing app.,a photo sharing,Instagram is what kind of app?,Instagram lets registered users upload photos or videos to the service.,[CLS],0.0
92,48,"Wizard is going to see Nickelback soon. Nickelback is from Hanna, Alberta Canada and",Nickelback,"Which artist is from Hanna, Alberta?","Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
93,48,"Wizard is going to see Nickelback soon. Nickelback is from Hanna, Alberta Canada and",Nickelback,"Which artist is from Hanna, Alberta?","Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
94,48,"Wizard is going to see Nickelback soon. Nickelback is from Hanna, Alberta Canada and",Hanna,What city is Nickelback from?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
95,48,"Wizard is going to see Nickelback soon. Nickelback is from Hanna, Alberta Canada and",Alberta Canada,Where is Hanna?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
96,48,"Wizard is going to see Nickelback soon. Nickelback is from Hanna, Alberta Canada and",Wizard,Who is going to see Nickelback?,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
97,49,"Wizard: Yes, it is similar to Chinese. But it's not as easy to learn",Chinese,Wizard is similar to what language?,"Following the end in 1853 of Japan's self-imposed isolation, the flow of loanwords from European languages increased significantly.",[CLS],0.0
98,50,Apprentice: I like green. It is right between yellow and blue on the color wheel. Wizard,the color wheel,What is the name of the wheel that shows green?,"After several decades producing commercial pigments, Binney & Smith produced their first crayon, the black Staonal Marking Crayon, in 1902.",[CLS],0.0
99,50,Apprentice: I like green. It is right between yellow and blue on the color wheel. Wizard,Wizard,What is the nickname of the apprentice?,"After several decades producing commercial pigments, Binney & Smith produced their first crayon, the black Staonal Marking Crayon, in 1902.",[CLS],0.0
100,51,Harry Potter consists of seven different fantasy novels.,Harry Potter,What is the name of the series of fantasy novels?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
101,51,Harry Potter consists of seven different fantasy novels.,seven,How many different fantasy novels does Harry Potter have?,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",[CLS],0.0
102,52,Wizard: There are many types of deer around the world that are hunted for food,deer,What animal is hunted for food?,"In North America, the species is widely distributed east of the Rocky Mountains, but elsewhere, it is mostly replaced by the black-tailed or mule deer (""Odocoileus hemionus"").",[CLS],0.0
103,52,Wizard: There are many types of deer around the world that are hunted for food,the world,There are many types of deer around what?,"In North America, the species is widely distributed east of the Rocky Mountains, but elsewhere, it is mostly replaced by the black-tailed or mule deer (""Odocoileus hemionus"").",[CLS],0.0
104,52,Wizard: There are many types of deer around the world that are hunted for food,food,What are deer hunted for?,"In North America, the species is widely distributed east of the Rocky Mountains, but elsewhere, it is mostly replaced by the black-tailed or mule deer (""Odocoileus hemionus"").",[CLS],0.0
105,53,apprentice: i like lime green too.,NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
106,54,"apprentice: yes, i've seen some made out of wool.",NO_Q,NO_Q,It may be machine- or hand-knitted.,NO_Q,-1.0
107,55,WFD and WEMS have two equally important divisions: The Winnipeg Fire Department (WFD,two,How many divisions are there in Winnipeg?,"WFPS has two equally important divisions: The Winnipeg Fire Department (WFD) and Winnipeg Emergency Medical Services (WEMS), using a centralized dispatch system.",[CLS],0.0
108,55,WFD and WEMS have two equally important divisions: The Winnipeg Fire Department (WFD,The Winnipeg Fire Department,What division does the WFD belong to?,"WFPS has two equally important divisions: The Winnipeg Fire Department (WFD) and Winnipeg Emergency Medical Services (WEMS), using a centralized dispatch system.",winnipeg fire department,1.0
109,55,WFD and WEMS have two equally important divisions: The Winnipeg Fire Department (WFD,WFD,What is the name of the Winnipeg Fire Department?,"WFPS has two equally important divisions: The Winnipeg Fire Department (WFD) and Winnipeg Emergency Medical Services (WEMS), using a centralized dispatch system.",(wfd),1.0
110,55,WFD and WEMS have two equally important divisions: The Winnipeg Fire Department (WFD,(WFD,What is the name of the Winnipeg Fire Department?,"WFPS has two equally important divisions: The Winnipeg Fire Department (WFD) and Winnipeg Emergency Medical Services (WEMS), using a centralized dispatch system.",(wfd),1.0
111,56,wizard: what is your favorite color?,NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
112,57,"wizard: yes, i have. it's a great way to find products i want",NO_Q,NO_Q,"Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.",NO_Q,-1.0
113,58,The duo has earned two platinum and five gold albums.,two,How many platinum and five gold albums did the duo have?,The duo has earned two platinum and five gold albums.,two,1.0
114,58,The duo has earned two platinum and five gold albums.,five,How many gold albums has the duo released?,The duo has earned two platinum and five gold albums.,five,1.0
115,58,The duo has earned two platinum and five gold albums.,The duo,Who has earned two platinum and five gold albums?,The duo has earned two platinum and five gold albums.,the duo,1.0
116,59,Apprentice: Northern Ireland.,Northern Ireland,Where are apprentices located?,no_passages_used,[CLS],0.0
117,59,Apprentice: Northern Ireland.,Apprentice,What is the job title of a Northern Irish worker?,no_passages_used,[CLS],0.0
118,60,"apprentice: i design educational games for grade school age children. and yes, they are officially *",NO_Q,NO_Q,"The independent game industry has seen a substantial rise in recent years with the growth of new online distribution systems, such as Steam and Uplay, as well as the mobile game market, such as for Android and iOS devices.",NO_Q,-1.0
119,61,"John Grisham's first bestseller, ""The Firm"", sold more than seven million",The Firm,What was the name of John Grisham's first book?,"Grisham's first bestseller, ""The Firm"", sold more than seven million copies.","""the firm"",",1.0
120,61,"John Grisham's first bestseller, ""The Firm"", sold more than seven million",more than seven million,How many copies of The Firm have been sold?,"Grisham's first bestseller, ""The Firm"", sold more than seven million copies.",more than seven million,1.0
