,id,response,cand,question,knowledge,knowledge_ans,score
32,32,no,NO_Q,NO_Q,"However, some have argued that it does match what is known as situational irony.",NO_Q,-1.0
33,33,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",12,How many strikes in a row does it take to get 300?,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",12,1.0
34,34,"the novels chronicle the life of a young wizard, harry potter, and his friends her",NO_Q,NO_Q,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",NO_Q,-1.0
35,35,the album caring and killing was released in 1995.,NO_Q,NO_Q,"A person who participates in archery is typically called an archer or a ""bowman"", and a person who is fond of or an expert at archery is sometimes called a toxophilite.",NO_Q,-1.0
36,36,no,NO_Q,NO_Q,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.",NO_Q,-1.0
37,37,"The most common undergraduate degree is the bachelor's degree, although in some countries lower qualifications are",some countries,lower qualifications are required,"The most common undergraduate degree is the bachelor's degree, although in some countries lower qualifications are titled degrees (e.g.",in some countries lower qualifications are titled degrees,0.4444444444444445
38,38,the aquabats,NO_Q,NO_Q,"Presley's first RCA single, ""Heartbreak Hotel"", was released in January 1956 and became a number one hit in the United States.",NO_Q,-1.0
39,39,"The apple tree (""Malus pumila"") is a deciduous tree in the",The apple tree,apple family,"The apple tree (""Malus pumila"", commonly and erroneously called ""Malus domestica"") is a deciduous tree in the rose family best known for its sweet, pomaceous fruit, the apple.",rose family,0.0
40,40,"The color green is one of the additive primary colors, along with red and blue, which are",The color green,color,"In subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan; in the RGB color model, used on television and computer screens, it is one of the additive primary colors, along with red and blue, which are mixed in different combinations to create all other colors.","in subtractive color systems, used in painting and color printing, it is created by a combination of yellow and blue, or yellow and cyan",0.08695652173913042
41,41,"the colbert report upon its 2005 premiere was positive, although critics were generally skeptical that the",NO_Q,NO_Q,"In the United States, Medicare is a single-payer, national social insurance program administered by the U.S. federal government since 1966, currently using about 30–50 private insurance companies across the United States under contract for administration.",NO_Q,-1.0
42,42,no eviden,NO_Q,NO_Q,"The band went through a few drummer changes between 1995 and 2005, achieving its current lineup when Adair replaced drummer Ryan Vikedal.",NO_Q,-1.0
43,43,"no, he was born a normal boy.",NO_Q,NO_Q,Harry Potter is a series of fantasy novels written by British author J. K. Rowling.,NO_Q,-1.0
44,44,the duo later released the resulting album human after all in march 2005.,NO_Q,NO_Q,"A well-known variant of ""tweening"" is the power stroker.",NO_Q,-1.0
45,45,Nightcrawler returns to the X-Men with Shadowcat and Coloss,-,X-Men,"A motive is what prompts the person to act in a certain way, or at least develop an inclination for specific behavior.",[CLS],0.0
46,46,"Benn was initially somewhat sympathetic to Blair, welcoming a change of government.",Benn,"He was initially somewhat sympathetic to Blair, welcoming a change of government.",All-star teams competing prior to 1987 were placed into the same divisions as teams that represented schools and sports leagues.,[CLS],0.0
47,47,khamenei,NO_Q,NO_Q,Instagram lets registered users upload photos or videos to the service.,NO_Q,-1.0
48,48,The Comilla Model (1959) was Khan's initiative in response to the failure of,The Comilla Model,Khan's initiative,"Nickelback is one of the most commercially successful Canadian groups, having sold more than 50 million albums worldwide and ranking as the eleventh best-selling music act, and the second best-selling foreign act in the U.S. of the 2000s, behind The Beatles.",[CLS],0.0
49,49,"wizard: yes, it is.",NO_Q,NO_Q,"Following the end in 1853 of Japan's self-imposed isolation, the flow of loanwords from European languages increased significantly.",NO_Q,-1.0
50,50,Jane was involved in several campaigns in the long-running military conflicts with American Indians. Her,American Indians,Native American,"After several decades producing commercial pigments, Binney & Smith produced their first crayon, the black Staonal Marking Crayon, in 1902.",[CLS],0.0
51,51,ptolemy's almagest is the only surviving comprehensive ancient treatise,NO_Q,NO_Q,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",NO_Q,-1.0
52,52,"the species is widely distributed east of the rocky mountains, but elsewhere, it is mostly replaced by",NO_Q,NO_Q,"In North America, the species is widely distributed east of the Rocky Mountains, but elsewhere, it is mostly replaced by the black-tailed or mule deer (""Odocoileus hemionus"").",NO_Q,-1.0
53,53,"it became the vandellas' first top 40 recording, reaching number twenty-nine on",NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
54,54,they may be machine- or hand-knitted.,NO_Q,NO_Q,It may be machine- or hand-knitted.,NO_Q,-1.0
55,55,houdini performed at least three variations on a buried alive stunt during his career,NO_Q,NO_Q,"WFPS has two equally important divisions: The Winnipeg Fire Department (WFD) and Winnipeg Emergency Medical Services (WEMS), using a centralized dispatch system.",NO_Q,-1.0
56,56,the stars immediately signed nieuwendyk to a new deal worth us$,NO_Q,NO_Q,Many creatures have adapted to their green environments by taking on a green hue themselves as camouflage.,NO_Q,-1.0
57,57,the similarly acclaimed my own private idaho (1991),NO_Q,NO_Q,"Online stores typically enable shoppers to use ""search"" features to find specific models, brands or items.",NO_Q,-1.0
58,58,the duo has earned two platinum and five gold albums.,NO_Q,NO_Q,The duo has earned two platinum and five gold albums.,NO_Q,-1.0
59,59,no,NO_Q,NO_Q,no_passages_used,NO_Q,-1.0
60,60,"the kidnapping occurred on july 10, 1973, in rome.",NO_Q,NO_Q,"The independent game industry has seen a substantial rise in recent years with the growth of new online distribution systems, such as Steam and Uplay, as well as the mobile game market, such as for Android and iOS devices.",NO_Q,-1.0
61,61,eric stefani and john spence met at a dairy queen and had talked about,NO_Q,NO_Q,"Grisham's first bestseller, ""The Firm"", sold more than seven million copies.",NO_Q,-1.0
62,62,"Amos signed to Epic Records in late 2001. In October 2002, Amos released Scarlet",October 2002,When did Amos release Scarlet?,In some countries 'Paramedic' is a protected title and accountable to a professional regulatory body.,[CLS],0.0
63,63,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",12,How many strikes in a row does it take to get 300?,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",12,1.0
64,64,richard suen,NO_Q,NO_Q,"Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).",NO_Q,-1.0
65,65,"He later became personal secretary to the studio's founder and president, Carl Laemmle",He,"later became personal secretary to the studio's founder and president, Carl Laemmle","Three consecutive strikes is a known as a ""turkey"".",[CLS],0.0
66,66,it was released in 1993,NO_Q,NO_Q,"The book was adapted into a 1993 feature film of the same name, starring Tom Cruise, and a 2012 TV series which ""continues the story of attorney Mitchell McDeere and his family 10 years after the events of the film and novel.""",NO_Q,-1.0
67,67,mark cuban purchased a majority stake in the nba's dallas mavericks for,NO_Q,NO_Q,,NO_Q,-1.0
68,68,"The Walking Dead has several seasons. There are 2 TV series, 6 novels, video games and",2 TV series,series,"He awakens from a coma after a life-threatening gun shot wound to find the world overrun by zombies, to which they refer as ""walkers"".",[CLS],0.0
69,68,"The Walking Dead has several seasons. There are 2 TV series, 6 novels, video games and",6 novels,novel,"He awakens from a coma after a life-threatening gun shot wound to find the world overrun by zombies, to which they refer as ""walkers"".",[CLS],0.0
70,69,"bernie leadon was born in minneapolis, one of ten siblings, to dr. bernard lead",NO_Q,NO_Q,"Game design creates goals, rules and challenges to define a board game, card game, dice game, casino game, role-playing game, sport, video game, war game or simulation that produces desirable interactions among its participants and, possibly, spectators.",NO_Q,-1.0
71,70,no,NO_Q,NO_Q,"It is also not considered hunting to pursue animals without intent to kill them, as in wildlife photography, birdwatching, or scientific research activities which involve tranquilizing or tagging of animals or birds.",NO_Q,-1.0
72,71,phrazes for the young,NO_Q,NO_Q,The team with the most points at the end of a game wins.,NO_Q,-1.0
73,72,The band recorded two blocks of recordings: February 14-17 and March 15,two,how many days did the band record?,"In Catalonia, ""bitlles"", a local version of this game was formerly popular.",[CLS],0.0
74,72,The band recorded two blocks of recordings: February 14-17 and March 15,February 14-17 and March 15,February 14-17,"In Catalonia, ""bitlles"", a local version of this game was formerly popular.",[CLS],0.0
75,73,"thalia returned to mexico and released her first studio album as a solo artist, self-",NO_Q,NO_Q,"The maximum score is 300, which is achieved by getting 12 strikes in a row.",NO_Q,-1.0
76,74,no,NO_Q,NO_Q,"The ""wanting behavior"" associated with a rewarding stimulus can be increased by microinjections of dopamine and dopaminergic drugs in the dorsorostral nucleus accumbens and posterior ventral palladium.",NO_Q,-1.0
77,75,no.,NO_Q,NO_Q,It is owned by Facebook.,NO_Q,-1.0
78,76,the emir,NO_Q,NO_Q,"The Organic Act of 1916 created the National Park Service ""to conserve the scenery and the natural and historic objects and wildlife therein, and to provide for the enjoyment of the same in such manner and by such means as will leave them unimpaired for the enjoyment of future generations.""",NO_Q,-1.0
79,77,the firm,NO_Q,NO_Q,"Grisham's first bestseller, ""The Firm"", sold more than seven million copies.",NO_Q,-1.0
80,78,no,NO_Q,NO_Q,"The term ""hambone"" has also been used to describe four consecutive strikes.",NO_Q,-1.0
81,79,no.,NO_Q,NO_Q,"Users can connect their Instagram account to other social media profiles, enabling them to share photos to those profiles as well.",NO_Q,-1.0
82,80,the maximum points is 300.,NO_Q,NO_Q,The objective is to score the highest pinfall by knocking down as many pins as possible.,NO_Q,-1.0
83,81,"in case we die, tinashe's debut solo mixtape, was released",NO_Q,NO_Q,"The garment is mostly associated with the college culture of the Roaring Twenties and early 1930s, being also popular throughout the 1950s, the 1970s and the 1990s.",NO_Q,-1.0
84,82,"they established their own record label, oats, and licensed the recordings through atco,",NO_Q,NO_Q,"The lineup, when first signed to Geffen Records in 1986, consisted of vocalist Axl Rose, lead guitarist Slash, rhythm guitarist Izzy Stradlin, bassist Duff McKagan, and drummer Steven Adler.",NO_Q,-1.0
85,83,it is owned by facebook.,NO_Q,NO_Q,It is owned by Facebook.,NO_Q,-1.0
86,84,no,NO_Q,NO_Q,"Established by the Northern Ireland Act 1998 as part of the Good Friday Agreement, the Northern Ireland Assembly holds responsibility for a range of devolved policy matters, while other areas are reserved for the British government.",NO_Q,-1.0
87,85,"he finished 21st in portugal, before taking his first victory in the class at the french",NO_Q,NO_Q,"From Dec 2017, ACCA recorded that it has 200,000 members and 486,000 students in 180 countries.",NO_Q,-1.0
88,86,no,NO_Q,NO_Q,"Cod livers are processed to make cod liver oil, an important source of vitamin A, vitamin D, vitamin E, and omega-3 fatty acids (EPA and DHA).",NO_Q,-1.0
89,87,The ABBA Generation,The ABBA Generation,ABBA Generation,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.",[CLS],0.0
90,88,theodore roosevelt jr.,NO_Q,NO_Q,"A relish is a cooked and pickled product made of chopped vegetables, fruits or herbs, and is a food item typically used as a condiment, in particular to enhance a staple.",NO_Q,-1.0
91,89,it was launched in 1996.,NO_Q,NO_Q,"In the Middle Ages and Renaissance, green was the color commonly associated with merchants, bankers and the gentry, while red was reserved for the nobility.",NO_Q,-1.0
92,90,"Corey Todd Taylor was born on December 8, 1973 in Des Moines, Iowa.",Corey Todd Taylor,"Corey Taylor was born on December 8, 1973 in Des Moines, Iowa","The word ""ski"" is one of a handful of words Norway has exported to the international community.",[CLS],0.0
93,90,"Corey Todd Taylor was born on December 8, 1973 in Des Moines, Iowa.","December 8, 1973",December 8,"The word ""ski"" is one of a handful of words Norway has exported to the international community.",[CLS],0.0
94,91,the stori,NO_Q,NO_Q,", Discovery Channel is the third most widely distributed cable channel in the United States, behind TBS and The Weather Channel; it is available in 409 million households worldwide, through its U.S. flagship channel and its various owned or licensed television channels internationally.",NO_Q,-1.0
95,92,harry potter is a great fantasy series.,NO_Q,NO_Q,"The main story arc concerns Harry's struggle against Lord Voldemort, a dark wizard who intends to become immortal, overthrow the wizard governing body known as the Ministry of Magic, and subjugate all wizards and muggles, a reference term that means non-magical people.",NO_Q,-1.0
96,93,stallman was known for his strong performance in math 55. he became a programmer,NO_Q,NO_Q,Debt financing reduces corporate taxation burdens and is one of the principal ways in which private equity firms make business more profitable for investors.,NO_Q,-1.0
97,94,no,NO_Q,NO_Q,"American football evolved in the United States, originating from the sports of association football and rugby football.",NO_Q,-1.0
98,95,it was not very successful.,NO_Q,NO_Q,"This rigidity makes the compound bow more energy-efficient than other bows, as less energy is dissipated in limb movement.",NO_Q,-1.0
99,96,McLean was manager of Dundee United from 1971 to 1973. He is not still,McLean,former Dundee United manager,"Regarded as one of the most significant cultural icons of the 20th century, he is often referred to as the ""King of Rock and Roll"" or simply ""the King"".",[CLS],0.0
100,97,"al kooper was the group's initial bandleader, having insisted on that position",NO_Q,NO_Q,"As of 1999, it was estimated that ""4 billion people live primarily on a plant-based diet"", and that ""shortage of cropland, freshwater, and energy resources requires that most of the 4 billion people live primarily on a plant-based diet"".",NO_Q,-1.0
101,98,no. they were run by men.,NO_Q,NO_Q,"there is around 5.8 million legally owned firearms in Australia ranging from bolt action, pump action, lever action and semi-automatic firearms.",NO_Q,-1.0
102,99,thierry henry is a french soccer player who is currently a 2nd assistant manager of,NO_Q,NO_Q,At international level he represented France and is his country's record goalscorer.,NO_Q,-1.0
103,100,no,NO_Q,NO_Q,"In modern times, it is mainly a competitive sport and recreational activity.",NO_Q,-1.0
104,101,no.,NO_Q,NO_Q,"Politically, Ireland is divided between the Republic of Ireland (officially named Ireland), which covers five-sixths of the island, and Northern Ireland, which is part of the United Kingdom, in the northeast of the island.",NO_Q,-1.0
105,102,"yes, it is one of the major forms of throwing sports.",NO_Q,NO_Q,It is one of the major forms of throwing sports.,NO_Q,-1.0
106,103,"The band was called ""the band""",The band,the band was called the band,Chromium is a chemical element with symbol Cr and atomic number 24.,[CLS],0.0
107,103,"The band was called ""the band""","""the band",the band was called the band,Chromium is a chemical element with symbol Cr and atomic number 24.,[CLS],0.0
108,104,no,NO_Q,NO_Q,"Every country aims to provide basic education, but the systems and terminology remain unique to them.",NO_Q,-1.0
109,105,"wizard: yes, i do.",NO_Q,NO_Q,Green is the color between blue and yellow on the visible spectrum.,NO_Q,-1.0
110,106,no,NO_Q,NO_Q,"The most common types of pin bowling include ten-pin, nine-pin, candlepin, duckpin and five-pin bowling, while in target bowling, bowls, skittles, kegel, bocce, carpet bowls, pétanque, and boules, both indoor and outdoor varieties are popular.",NO_Q,-1.0
111,107,"wizard: i've always been the other way around, haven't seen him act",NO_Q,NO_Q,"The ""Memphis Mafia"" was the nickname given by rock 'n' roll icon Elvis Presley to a group of friends, associates, employees and cousins whose main functions were to accompany, protect, and serve Elvis from the beginning of his career in 1954 until his death in 1977.",NO_Q,-1.0
112,108,no,NO_Q,NO_Q,It is one of the major forms of throwing sports.,NO_Q,-1.0
113,109,no.,NO_Q,NO_Q,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",NO_Q,-1.0
114,110,"the word comes from the latin ""arcus"".",NO_Q,NO_Q,"The word comes from the Latin ""arcus"".",NO_Q,-1.0
115,111,no.,NO_Q,NO_Q,"Praise refers to positive evaluations made by a person of another's products, performances, or attributes, where the evaluator presumes the validity of the standards on which the evaluation is based.",NO_Q,-1.0
116,112,the platters formed in los angeles in 1952 and were initially managed by federal records a&,NO_Q,NO_Q,"Coco Chanel is credited with popularizing cardigans for women because ""she hated how tight-necked men’s sweaters messed up her hair when she pulled them over her head.""",NO_Q,-1.0
117,113,"He was born in Hell's Kitchen, New York.",He,"Born in Hell's Kitchen, New York.",The coffee is drunk through the cream.,[CLS],0.0
118,114,kurt cobain formed the band nirvana with krist novose,NO_Q,NO_Q,"Born in Aberdeen, Washington, Cobain formed the band Nirvana with Krist Novoselic and Aaron Burckhard in 1987 and established it as part of the Seattle music scene which later became known as grunge.",NO_Q,-1.0
119,115,he will be very ill,NO_Q,NO_Q,"A location where bees are kept is called an apiary or ""bee yard.""",NO_Q,-1.0
120,116,wizard: i agree.,NO_Q,NO_Q,"Crowdsourcing is a sourcing model in which individuals or organizations obtain goods and services, including ideas and finances, from a large, relatively open and often rapidly-evolving group of internet users; it divides work between participants to achieve a cumulative result.",NO_Q,-1.0
121,117,"allan bloom was born in indianapolis, indiana in 1930 to second-generation jewish parents who were",NO_Q,NO_Q,"By that time, he had amassed a large online following and collaborated with several prominent artists in the hip hop industry, including The Game, Busta Rhymes, and Snoop Dogg.",NO_Q,-1.0
122,118,they met in a race.,NO_Q,NO_Q,"In financial accounting, a balance sheet or statement of financial position is a summary of the financial balances of an individual or organization, whether it be a sole proprietorship, a business partnership, a corporation, private limited company or other organization such as Government or not-for-profit entity.",NO_Q,-1.0
123,119,"wes hall was born in saint michael, barbados--""just outside the walls of",NO_Q,NO_Q,"Apart from two-wheeled bicycles, ""cycling"" also includes the riding of unicycles, tricycles, quadracycles, recumbent and similar human-powered vehicles (HPVs).",NO_Q,-1.0
124,120,The defending NBA champions,The defending NBA champions,defending champions,"Some of the better known dog training procedures include the Koehler method, clicker training, motivational training, electronic training, model-rival training, dominance-based training, and relationship-based training.",[CLS],0.0
125,121,barkley competed in the 1992 and 1996 olympic games.,NO_Q,NO_Q,The Walking Dead is an ongoing black-and-white comic book series created by writer Robert Kirkman and artist Tony Moore.,NO_Q,-1.0
126,122,the team with the most points at the end of a game wins.,NO_Q,NO_Q,The team with the most points at the end of a game wins.,NO_Q,-1.0
127,123,no,NO_Q,NO_Q,"The emotional ""pain"" of a broken heart is believed to be part of the survival instinct.",NO_Q,-1.0
128,124,the wilson brothers,NO_Q,NO_Q,"The Ohio State Buckeyes football team is a college football team that competes as part of the NCAA Division I Football Bowl Subdivision, representing Ohio State University in the East Division of the Big Ten Conference.",NO_Q,-1.0
129,125,Borg ranks sixth in the list of male tennis players who have won the most Grand Slam single,Borg,tennis player,"A Galaxy British Book Awards winner, Grisham is one of only three authors to sell 2 million copies on a first printing.",[CLS],0.0
130,126,a new hi,NO_Q,NO_Q,It is owned by Facebook.,NO_Q,-1.0
131,127,"julia stephen fell ill with influenza in february 1895, and never properly recovered, dying on",NO_Q,NO_Q,", the books have sold more than 500 million copies worldwide, making them the best-selling book series in history, and have been translated into seventy-three languages.",NO_Q,-1.0
132,128,"the thundering herd and wild horse mesa with jack holt, riders of the",NO_Q,NO_Q,"The most common theory is that Chihuahuas are descended from the ""Techichi"", a companion dog favored by the Toltec civilization in Mexico.",NO_Q,-1.0
133,129,the first found examples of skis were found in russia.,NO_Q,NO_Q,"Many types of competitive skiing events are recognized by the International Olympic Committee (IOC), and the International Ski Federation (FIS).",NO_Q,-1.0
134,130,Kenny was credited for bringing the group to global success with his unusual high ,Kenny,songwriter,"Paramedics are able to treat patients in the pre-hospital setting, and can transport them to a hospital-based emergency department if deemed necessary.",[CLS],0.0
135,131,"no, they don't.",NO_Q,NO_Q,"They can add hashtags to their posts, linking the photos up to other content on Instagram featuring the same subject or overall topic.",NO_Q,-1.0
136,132,"the team compiled records of 10-4, 11-3, and 10-4 under head coach don",NO_Q,NO_Q,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",NO_Q,-1.0
137,133,the beatles were appointed members of the order of the british empire (mbe),NO_Q,NO_Q,"Accounting can be divided into several fields including financial accounting, management accounting, external auditing, tax accounting and cost accounting.",NO_Q,-1.0
138,134,no.,NO_Q,NO_Q,"Corn was first domesticated 9,000 years ago in what is now Mexico.",NO_Q,-1.0
139,135,"taylor composed one of his most famous tunes, ""i wish i knew how it would",NO_Q,NO_Q,"The novels chronicle the life of a young wizard, Harry Potter, and his friends Hermione Granger and Ron Weasley, all of whom are students at Hogwarts School of Witchcraft and Wizardry.",NO_Q,-1.0
140,136,dooku is the leader of the separatists. in addition to sending grievous and ven,NO_Q,NO_Q,"Competitive routines typically range anywhere from one to three minutes, and contain components of tumbling, dance, jumps, cheers, and stunting.",NO_Q,-1.0
141,137,it's a good dietary supplement. it provides extracts from food sources and nutrients,NO_Q,NO_Q,"In professional bodybuilding, bodybuilders appear in lineups and perform specified poses (and later individual posing routines) for a panel of judges who rank the competitors based on criteria such as symmetry, muscularity, and conditioning.",NO_Q,-1.0
142,138,no,NO_Q,NO_Q,It is evoked by light which has a dominant wavelength of roughly 495570 nm.,NO_Q,-1.0
143,139,The earliest crossbows in the world were invented in ancient China and caused a major,The earliest crossbows,crossbow,The earliest crossbows in the world were invented in ancient China and caused a major shift in the role of projectile weaponry.,the earliest crossbows in the world were invented in ancient china and caused a major shift in the role of projectile weaponry.,0.23529411764705882
144,140,cake,NO_Q,NO_Q,The controversy resulted in Patriots quarterback Tom Brady being suspended for four games and the team being fined $1 million and losing two draft picks.,NO_Q,-1.0
145,141,Nomeansno became a fixture in the British Columbia punk scene despite playing,Nomeansno,no,Athletes in ancient Greece were advised to consume large quantities of meat and wine.,[CLS],0.0
146,142,"The oldest signs of its use in Europe come from the in the north of Hamburg, Germany and",Germany,in the north of Hamburg,"The oldest signs of its use in Europe come from the in the north of Hamburg, Germany and dates from the late Paleolithic, about 10,000–9000 BC.","the oldest signs of its use in europe come from the in the north of hamburg, germany",0.15384615384615385
147,142,"The oldest signs of its use in Europe come from the in the north of Hamburg, Germany and",the,the north of Hamburg,"The oldest signs of its use in Europe come from the in the north of Hamburg, Germany and dates from the late Paleolithic, about 10,000–9000 BC.","the oldest signs of its use in europe come from the in the north of hamburg, germany",0.0
